price,name,location,bedroom,bathroom,land_area,building_area
280.0,"Rumah Asri 2 Kamar View Danau di Tambaksari, Surabaya","Tambaksari, Surabaya",2,2,21,40
280.0,Lelang Aset Surabaya Di Taman Di Wisma Trosobo,"Taman, Sidoarjo",2,1,148,130
280.0,Rumah Murah Strategis Gununganyar Permai Regency Surabaya,Surabaya,3,1,69,69
290.0,KALILOM SIAP HUNI ROW JALAN MUAT MOBIL BISA BUAT PARKIR,"Tambaksari, Surabaya",1,1,33,33
290.0,"KALILOM STRATEGIS DEKAT SD, SPBU, JALAN RAYA ROW LEBAR","Kenjeran, Surabaya",1,1,33,33
293.0,"HOT LISTING! Rumah Ready Stock di Gununganyar, Surabaya, Luas 72m² Bangunan 36m²",Surabaya,2,1,72,36
293.0,"Rumah 2 Kamar Dekat Tempat Strategis di Gununganyar, Surabaya",Surabaya,2,1,72,36
293.0,"HOT LISTING! Rumah Nyaman area Gununganyar, Luas 72m² LB 36m²",Surabaya,2,1,72,36
293.0,"HUNIAN PILIHAN! Rumah area Gununganyar, LT 72m² LB 36m²",Surabaya,2,1,72,36
300.0,"Rumah Minimalis 2 Kamar Siap Huni di Menganti, Dekat Pusat Perbelanjaan, Surabaya",Surabaya,2,1,60,30
300.0,"Rumah Nyaman Lakarsantri, Area Sejuk - 2 KT","Lakarsantri, Surabaya",2,1,60,30
300.0,"Rumah 2 KT 1 KM di Area Menganti, Surabaya",Surabaya,2,1,60,36
300.0,"Rumah di Sidoarjo, Surabaya, LT 92m² Bangunan 36m²",Surabaya,2,1,92,36
300.0,"BEST CHOICE! Rumah area Menganti, Luas 60m² LB 30m²",Surabaya,2,1,60,30
300.0,"Rumah Terawat LT 24m² / LB 50m² di Kawasan Bisnis Bulak, Surabaya","Bulak, Surabaya",2,1,24,50
300.0,Rumah Minimalis 2 lantai Surabaya Timur,Surabaya,2,2,24,24
300.0,"BEST INVESTMENT! Rumah di Sambikerep, LT 295m² Bangunan 270m²","Sambikerep, Surabaya",4,2,295,270
300.0,"Rumah Siap Disurvey di Sukolilo, Surabaya, Luas 27m² Bangunan 50m²","Sukolilo, Surabaya",2,2,27,50
300.0,"Rumah 2 KT 2 KM di Kawasan Semolowaru, Surabaya",Surabaya,2,2,21,50
300.0,"Bisa KPR! Rumah Sukolilo, Surabaya, LT 21m² Bangunan 50m²","Sukolilo, Surabaya",2,1,21,50
300.0,Raya Satelit,Surabaya,6,3,600,550
300.0,"HOT PROPERTY! Rumah Strategis di Menganti, Luas 72m² Bangunan 36m²",Surabaya,2,1,72,36
300.0,"Rumah Terawat kawasan Sambikerep, Surabaya, Luas 295m² LB 295m² DIJUAL CEPAT!","Sambikerep, Surabaya",3,2,295,295
300.0,Rumah Minimalis di Perumahan Bumi Papan Selaras Blok Da No. 36 Desa Tanggul Kec. Wonoayu Kab. Sidoarjo,Surabaya,2,1,105,71
300.0,"BEST DEAL! Rumah Nyaman di Sambikerep, Luas 295m² LB 200m²","Sambikerep, Surabaya",4,3,295,200
300.0,THE FAZZA Driyorejo Gresik Rmh Cantik DP 0% Cicilan 1.9Jtan Free Biaya,"Driyorejo, Gresik",2,1,34,60
300.0,Rumah Bagus Strategis Graha Surya Nata Surabaya,"Benowo, Surabaya",3,2,72,72
306.0,"Rumah 2 Lantai 300 Jutaan dekat Bandara Juanda, Poltek Pelayaran",Surabaya,1,1,18,25
315.0,"Dijual Murah Rumah dengan 3 Kamar Tidur dan 1 Kamar Mandi di Kawasan Pakal, Surabaya","Pakal, Surabaya",3,1,90,90
315.0,"Rumah Menguntungkan di Pusat Kota Tambaksari, Surabaya - LT 21m²","Tambaksari, Surabaya",2,2,21,42
315.0,"FEATURED! Rumah Nyaman di Kenjeran, Luas 18m² Bangunan 36m²","Kenjeran, Surabaya",1,2,18,36
315.0,"Bisa KPR! Rumah Asri area Pakal, Luas 90m² Bangunan 90m²","Pakal, Surabaya",2,1,90,90
315.0,Bronggalan Rumah Minimalis,Surabaya,2,2,21,42
317.0,Lelang Aset Surabaya Di Tandes Di Banjar Sugihan,"Tandes, Surabaya",2,1,61,40
325.0,RUMAH BARU JOLOTUNDO SIAP HUNI,"Tambaksari, Surabaya",2,2,20,40
325.0,"BEST DEAL! Rumah Nyaman di Benowo, Luas 120m² LB 84m²","Benowo, Surabaya",2,1,120,84
325.0,Dijual Rumah Surabaya Di Meganti Di Desa Hulaan,Surabaya,2,1,90,60
325.0,"Rumah di Menganti, Gresik, LT 45m² LB 30m² - SEGERA MILIKI!","Menganti, Gresik",2,1,45,30
325.0,"Rumah di Karangploso, Malang, Luas 85m² Bangunan 55m²","Karangploso, Malang",2,1,85,55
329.0,Lelang Aset Surabaya Di Tandes Di Simo Kalangan,"Tandes, Surabaya",2,1,120,84
335.0,"Rumah Kawasan Benowo, LT 24m², LB 19m²","Benowo, Surabaya",2,1,24,19
338.0,Lelang Aset Surabaya Di Wonokromo Di Karangrejo Sawah,"Wonokromo, Surabaya",2,1,110,82
338.0,"Rumah Kawasan Tandes, Luas 91m², Bangunan 70m²","Tandes, Surabaya",2,1,91,70
342.0,"Rumah 1 Lantai Menganti Driyorejo, Barat Surabaya","Wringinanom, Gresik",2,1,60,34
349.0,RUMAH CANDI LONTAR SURABAYA 36932,"Lakarsantri, Surabaya",1,1,152,120
350.0,Lelang Rumah Murah,Surabaya,3,3,84,80
350.0,"Rumah LT 90m² Dekat Tempat Strategis di Buduran, Sidoarjo","Buduran, Sidoarjo",2,1,90,36
350.0,Rumah Murah Lokasi Manukan Lor Tandes Surabaya Barat,"Tandes, Surabaya",2,1,91,91
350.0,Dijual Rumah Kontrakan Ring 1 Masjid Nasional Al Akbar Sby(Masjid Agung),"Jambangan, Surabaya",2,1,28,28
350.0,"HOT LISTING! Rumah Untuk Investasi di Lawang, LT 84m² LB 110m²","Lawang, Malang",2,1,84,110
350.0,"KESEMPATAN TERBAIK! Rumah Asri area Manukan, LT 92m² LB 60m²",Surabaya,2,1,92,60
350.0,"Rumah 2 KT 1 KM di Kawasan Sidoarjo, Surabaya",Surabaya,2,1,90,36
350.0,"Rumah SUPER MEWAH! area Karangpilang, Surabaya, LT 63m² LB 63m², BISA KPR",Surabaya,2,1,63,63
350.0,"Rumah Bagus Strategis Dukuh Katimoho, Kedamean Gresik","Kedamean, Gresik",4,3,380,380
352.0,"INVESTASI TEPAT! Rumah area Surabaya Kota, LT 84m² Bangunan 82m²",Surabaya,3,1,84,82
353.0,"Rumah Murah Aset Mandiri, Surabaya Timur, Kota Surabaya","Rungkut, Surabaya",1,1,84,34
355.0,Hasbana Land Juanda,"Buduran, Sidoarjo",2,1,72,36
360.0,"BEST DEAL! Rumah Siap Huni area Tambaksari, LT 24m² Bangunan 72m²","Tambaksari, Surabaya",2,1,24,72
368.0,"Rumah Kawasan Menganti, Luas 60m², LB 36m²",Surabaya,2,1,60,36
370.0,"Rumah Bagus SHM Graha Kencana Pakal, Surabaya","Pakal, Surabaya",2,1,60,60
372.0,Rumah Minimalis Modern Dekat Winginanom Krian dan Barat Surabaya,"Menganti, Gresik",2,1,60,34
374.0,"Rumah Murah Aset Mandiri, Kota Surabaya Jawa Timur","Benowo, Surabaya",2,1,69,42
375.0,Murah Rmh 2lt New 300 Jtan.medayu Utara Rungkut Sby,"Rungkut, Surabaya",2,1,42,54
375.0,Rumah Siap Huni Gribig Kedungkandang Malang,"Kedungkandang, Malang",2,1,65,36
375.0,Pakal Surabaya Barat SHM 2 Lantai Bisa Akses Mobil Harga Murah,"Pakal, Surabaya",2,1,71,60
375.0,"Jual Murah Rumah Bulak Banteng, Kenjeran, Surabaya. Dekat Gor Pratama","Kenjeran, Surabaya",7,7,100,200
375.0,"Rumah Strategis area Menganti, Dekat Menganti, Surabaya, Surabaya - LT 70m²",Surabaya,2,1,70,36
380.0,"Investasi Menjanjikan 2 Kamar Tidur Akses Mudah di Jantung Kota Menganti, Surabaya",Surabaya,2,1,72,36
381.0,RUMAH PENJARINGANSARI SURABAYA 42588,"Rungkut, Surabaya",1,1,86,50
385.0,Baru Mars Regency Menganti Dkt Citraland Lidah Babatan Wiyung Tol,Surabaya,2,1,72,45
387.0,"Rumah Murah Aset Mandiri, Surabaya Timur, Kota Surabaya","Rungkut, Surabaya",3,2,89,80
388.0,RUMAH MURAH SIAP HUNI DI DEKAT SURABAYA BARAT MENGANTI CICILAN 2 JUTAAN,"Menganti, Gresik",2,1,60,36
388.0,1 Juta Sudah Dapat Rumah Mepet Lakarsantri Surabaya Free Biaya,"Lakarsantri, Surabaya",2,1,60,36
388.0,"Rumah Impian Keluarga LB 36m² Lokasi Tenang di Menganti, Gresik","Menganti, Gresik",2,1,60,36
388.0,Rumah Dijual Modern Minimalis Hulaan Dekat Beji Benowo Surabaya,"Menganti, Gresik",2,1,60,36
389.0,"Rumah 2 KT 1 KM LT 25m², Luas Bangunan 25m² di Rungkut, Surabaya","Rungkut, Surabaya",2,1,25,25
390.0,"HOT DEAL! Dijual Rumah Premium area Sambikerep, Surabaya, LT 295m² Luas Bangunan 20m²","Sambikerep, Surabaya",2,1,295,20
390.0,"Rumah Asri area Sambikerep, Akses ke Sambikerep, Surabaya, Surabaya - LT 295m²","Sambikerep, Surabaya",2,1,295,200
390.0,"Dijual Rumah 2 KT di Citraland, Surabaya - LT 72m²",Surabaya,2,1,72,36
390.0,"Rumah Asri Citraland, Area Sejuk - LT 72m²",Surabaya,2,1,72,36
390.0,"Rumah kawasan Tambaksari, Surabaya, LT 30m² Bangunan 60m²","Tambaksari, Surabaya",2,1,30,60
390.0,"Dijual Rumah 2 KT di Sambikerep, Surabaya - LT 295m²","Sambikerep, Surabaya",2,1,295,200
390.0,"GOOD DEAL! Rumah Premium di Citraland, LT 72m² LB 36m²",Surabaya,2,1,72,36
390.0,"HUNIAN BERKELAS! Rumah Premium Sambikerep, Surabaya, LT 295m² Luas Bangunan 200m²","Sambikerep, Surabaya",2,1,295,200
395.0,Rumah Bagus Murah Siap Huni Btu Gribig Malang Kota,Malang,2,1,65,36
397.0,"Kesempatan Langka Memiliki Rumah 2 KT 1 KM di Kawasan Komersial Driyorejo, Gresik","Driyorejo, Gresik",2,1,60,34
399.0,Rumah Siap Huni 2 Lantai Medokan Ayu Dekat Upn Merr Uinsa Shm,Surabaya,1,1,25,20
399.0,"Rumah Mewah dekat Pasar Menganti Driyorejo, selangkah dari Surabaya barat","Wiyung, Surabaya",2,1,60,40
399.0,Rumah Baru 2 Lantai Siap Huni Rungkut Medokanayu Dkt Merr Upn Shm,"Rungkut, Surabaya",2,1,25,45
399.0,Rumah Cocok Untuk Rumah Tinggal/Cafe/Kantor/Usaha,"Tegalsari, Surabaya",7,4,618,550
400.0,RUMAH MURAH SURABAYA GRAND ALANA WONOREJO,Surabaya,2,1,27,28
400.0,"PROMO SPESIAL! Rumah Nyaman di Surabaya Kota, LT 36m² LB 40m²",Surabaya,2,1,36,40
400.0,Rindanavia Villa Residence Berada di Kaki Gunung Arjuno,"Pandaan, Pasuruan",1,1,72,36
400.0,Rumah Bagus Minimalis di Perum Griya Kartika Blok E No. 14 Desa Cemandi Sedati,Surabaya,2,1,78,57
400.0,Dijual Rumah SHM 400 Jutaan di Manukan Lor Surabaya,Surabaya,2,1,95,95
400.0,"Rumah Di Perumahan Graha Indraprasta, Tulangan Sidoarjo Dekat Akses Jalan Ke Malang Dan Surabaya Rumah Shm Bagus","Tulangan, Sidoarjo",3,1,91,91
400.0,RUMAH 1 LANTAI START 400 JUTA-AN SAJA DI SURABAYA BARAT,"Benowo, Surabaya",2,1,32,58
400.0,Rumah Surabaya Murah Graha Kencana Pakal Dkt Benowo Manukan Palma,"Pakal, Surabaya",2,1,69,45
400.0,Alana Wonorejo Baru Gress Murah Cepat Merr Hot Listing Surabaya,"Rungkut, Surabaya",1,1,27,29
400.0,Rumah Alana Wonorejo Baru Gress Murah Cepat Hot Listing Merr,"Rungkut, Surabaya",2,1,50,40
400.0,Rumah Baru Gress Grand Alana Wonorejo Murah Cepat langka,"Rungkut, Surabaya",2,1,60,48
400.0,"Jual Segera Rumah 2 KT 1 KM di Surabaya Kota, Surabaya",Surabaya,2,1,69,55
400.0,"BEST DEAL! Rumah Untuk Investasi di Rungkut, Luas 185m² LB 100m²","Rungkut, Surabaya",3,2,185,100
400.0,Dijual Rumah Murah Minimalis Surabaya Dekat Wisata Mangrove,"Gunung Anyar, Surabaya",2,1,28,21
403.0,Lelang Aset Surabaya Di Rungkut Di Jalan Baruk Timur,"Rungkut, Surabaya",2,1,400,800
405.0,"Rumah Minimalis di Sambikerep, Surabaya, Luas 251m² LB 250m²","Sambikerep, Surabaya",4,3,251,250
410.0,"Rumah Strategis di Sidoarjo, Surabaya, Luas 105m² Bangunan 105m² - HARGA NEGO!",Surabaya,2,1,105,105
410.0,"HOT PROPERTY! Rumah Strategis area Pakal, LT 90m² LB 96m²","Pakal, Surabaya",2,1,90,96
410.0,"SPECIAL PROPERTY! Rumah di Pakal, Luas 90m² LB 96m²","Pakal, Surabaya",2,1,90,96
410.0,"Rumah Bisa KPR LT 90m² di Pakal, Keamanan 24 Jam, Surabaya","Pakal, Surabaya",2,1,90,96
410.0,"Rumah lokasi Pakal, Surabaya, Luas 90m² Bangunan 96m²","Pakal, Surabaya",2,1,90,96
411.0,Rumah Modern Menganti Driyorejo selangkah dari Surabaya Barat,"Wringinanom, Gresik",2,1,60,40
411.0,"Rumah Mewah Dekat Pasar Menganti Driyorejo, Barat Surabaya","Wiyung, Surabaya",2,1,60,40
413.0,Lelang Aset Surabaya Di Pakal Di Pakal Regency,"Pakal, Surabaya",2,1,116,60
417.0,New Medokan Dkt Medayu Rungkut Gunung Anyar Baruk Wiguna Pandugo,Surabaya,2,2,35,68
420.0,"GOOD DEAL! Rumah Premium area Karangpilang, LT 112m² Bangunan 112m²",Surabaya,3,1,112,112
420.0,"GOOD DEAL! Rumah Strategis di Surabaya Kota, LT 112m² Bangunan 120m²",Surabaya,3,2,112,120
420.0,Perum Grand Alana Wonorejo - SBY ( Start 420jutaan ),Surabaya,2,1,50,30
420.0,"Rumah Murah Aset Mandiri,Surabaya Timur, Kota Surabaya","Rungkut, Surabaya",2,2,84,67
425.0,"PROPERTI UNGGULAN! Rumah Strategis di Surabaya Kota, Luas 126m² Bangunan 126m²",Surabaya,3,2,126,126
425.0,Dijual Cepat Rumah Di Pondok Benowo Indah,"Benowo, Surabaya",2,1,134,30
425.0,"Rumah LT 27m² Newly Built di Lokasi Prestisius Wonorejo, Surabaya",Surabaya,2,1,27,31
425.0,"Rumah Terawat 2 KT 2 KM di Wiyung, Surabaya","Wiyung, Surabaya",2,2,40,68
425.0,"Medokan, Siap Huni, Sudah Direnovasi, Harga Under 500jt, Dkt Oerr",Surabaya,2,1,58,38
425.0,Baru Bogen Dkt Lebak Setro Ploso Kalijudan Kenjeran Kapasan Mojo,Surabaya,2,2,24,40
425.0,"Rumah Lokasi Strategis kawasan Gondangrejo, Karanganyar, LT 120m² LB 75m²","Gondangrejo, Karanganyar",3,1,120,75
430.0,Rumah New Minimalis Di Menganti Permai,Surabaya,2,1,60,40
430.0,De Naila Park Menganti Gresik,"Menganti, Gresik",2,1,60,36
430.0,Cukup Bayar Utj 1jt Sudah Bisa Punya Rumah 1 Lantai Di Jl Raya Mubin Wonokoyo Wedoroanom Menganti Gresik Shm Baru,"Wiyung, Surabaya",2,1,60,30
434.0,"HUNIAN BERKELAS! Rumah Premium Sedati, Sidoarjo, LT 72m² Luas Bangunan 32m²","Sedati, Sidoarjo",2,1,72,32
435.0,Rumah Rungkut Dibawah Harga Pasaran,"Gunung Anyar, Surabaya",2,1,40,30
435.0,Dijual Rumah Murah Siap Huni Lokasi Strategis di Gunung Anyar Tambak Surabaya Timur,"Gunung Anyar, Surabaya",2,1,50,50
435.0,"NEW LISTING! Rumah Strategis area Rungkut, LT 40m² LB 30m²","Rungkut, Surabaya",2,1,40,30
435.0,Rumah Jl. Jojoran V Timur Sudah Renovasi Pusat kota Surabaya,"Gubeng, Surabaya",3,1,90,75
436.0,RUMAH YOSOWILANGUN GRESIK 36554,Surabaya,2,1,148,120
445.0,Rumah Murah Ready Unit Mepet Surabaya,"Sukodono, Sidoarjo",2,1,90,40
450.0,Rumah 450jt dekat kawasan margomulyo surabaya barat tanpa perantara,"Tandes, Surabaya",5,2,73,73
450.0,Rumah Medokan Surabaya Timur bisa Cash dan KPR,"Rungkut, Surabaya",2,1,54,54
450.0,Rumah Dekat Jalan Raya Provinsi Surabaya - Bangil,"Beji, Pasuruan",2,1,105,100
450.0,Rumah Murah Dekat Universitas UPN Surabaya,"Rungkut, Surabaya",2,1,54,45
450.0,Rumah Siap Huni Rungkut Surabaya,"Rungkut, Surabaya",2,1,54,54
450.0,"Bisa KPR! Rumah Strategis di Kenjeran, Luas 65m² LB 50m²","Kenjeran, Surabaya",2,1,65,50
450.0,"HARGA SPECIAL! Rumah Nyaman area Rungkut, Surabaya, LT 35m² LB 35m² Bisa Nego!","Rungkut, Surabaya",2,1,35,35
450.0,Rumah Bagus Siap Huni di Babatan Wiyung Siap Huni,"Wiyung, Surabaya",2,1,90,80
450.0,"Dijual Rumah Di Medokan Ayu, Rungkut, Jawa Timur",Surabaya,2,1,54,54
450.0,SIAP HUNI RUMAH PUTRA BANGSA DEKAT MERR,Surabaya,2,1,54,54
450.0,Dijual Murah Pondok Benowo Indah,"Benowo, Surabaya",2,1,90,90
450.0,DIJUAL RUMAH PERUM PUTRA BANGSA+INCLUDE PERABOT,Surabaya,2,1,54,54
450.0,400 Jt An Dpt Perabot Bisa Kpr Rumah 5 Menit Ke Upn Surabaya,"Rungkut, Surabaya",2,1,54,40
450.0,Rumah Murah Furnish,"Rungkut, Surabaya",2,1,54,70
450.0,Termurah Di Area Rungkut Dekat UPN,"Rungkut, Surabaya",2,1,54,40
450.0,Dijual Rumah Medokan Ayu Murah Siap Huni Tls 04,Surabaya,2,1,54,54
450.0,"Rumah Area Nyaman di Genteng, Surabaya, Luas 35m² Bangunan 70m²","Genteng, Surabaya",2,1,35,70
450.0,Rumah Siap Huni Termurah Medokan Ayu Rungkut Surabaya Timur,"Rungkut, Surabaya",2,1,54,40
450.0,FOR SALE  Rumah Huni Lokasi Benowo Full Kerami,"Benowo, Surabaya",2,1,72,35
450.0,FOR SALE RUMAH MEDOKAN AYU MURAH TLS 04,Surabaya,2,1,54,54
454.0,RUMAH MEZANINE   DI SURABAYA TIMUR,Surabaya,1,1,27,28
455.0,Lelang Aset Surabaya Di Benowo Di Western Village,"Benowo, Surabaya",2,1,84,120
455.0,Lelang Aset Surabaya Di Benowo Di Semenjaya Selatan,"Benowo, Surabaya",2,1,70,140
455.0,Lelang Aset Surabaya Di Benowo Di Western Village,"Benowo, Surabaya",2,1,84,120
460.0,"Perumahan dengan konsep Korean Living Style pertama di Sidoarjo.  Rumah Ready, bagus, murah di Casa Regency Cangkringsari, Sukodono, Sidoarjo","Sukodono, Sidoarjo",2,1,72,36
465.0,"HOT LISTING! Rumah Untuk Investasi di Tambaksari, LT 24m² LB 72m²","Tambaksari, Surabaya",1,1,24,72
469.0,RUMAH MULYOREJO SURABAYA 42560,"Mulyorejo, Surabaya",1,1,177,120
470.0,"Rumah Modern di Menganti, Driyorejo Surabaya Raya","Menganti, Gresik",2,1,60,36
470.0,MURAH Green semanggi Mangrove dekat nirwana wonorejo merr,"Tenggilis Mejoyo, Surabaya",2,1,72,72
470.0,MURAH Green semanggi Mangrove dekat nirwana wonorejo merr,"Tenggilis Mejoyo, Surabaya",2,1,72,72
470.0,"Kesempatan Langka Memiliki Rumah 2 KT 2 KM di Kawasan Bisnis Rungkut, Surabaya","Rungkut, Surabaya",2,2,28,55
470.0,"Rumah 2 KT 1 KM Area Premium di Rungkut, Surabaya","Rungkut, Surabaya",2,1,54,70
470.0,"Rumah 2 KT 1 KM Area Premium di Menganti, Surabaya",Surabaya,2,1,60,36
474.0,Type Barcelona by Green Mansion Juanda,"Sedati, Sidoarjo",2,1,72,45
475.0,"Properti Idaman 2 KT 1 KM Akses Strategis di Menganti, Gresik","Menganti, Gresik",2,1,72,42
475.0,Jual Murah Ruma Medokan Ayu Rungkut Surabaya Timur,Surabaya,2,1,54,40
475.0,"Dijual Segera Rumah Terawat di Kawasan Rungkut, Surabaya","Rungkut, Surabaya",2,1,72,40
475.0,"Rumah Cantik Siap Huni Dekat Ringroad Mojosongo Di Plesungan,","Gondangrejo, Karanganyar",3,1,120,75
485.0,"Rmh New 2 Lt di gunung anyar modern sby, Gununganyar",Surabaya,2,2,32,48
485.0,"Rumah Bagus SHM di Manukan Lor , Surabaya",Surabaya,2,1,90,90
485.0,Rumah Gunung Anyar Dkt Medokan Rungkut Baruk Wonorejo Medayu,"Rungkut, Surabaya",2,2,32,52
485.0,Rumah Gunung Anyar Dkt Rungkut Medokan Wiguna Pandugo Baruk,Surabaya,2,2,32,60
485.0,Termurah. . Rumah Renovasi Griya Permata Gedangan Lokasi Strategis dekat dengan Surabaya,"Gedangan, Sidoarjo",2,1,90,70
485.0,Dijual Rumah Griya Permata Gedangan Terawat Siap Huni,"Gedangan, Sidoarjo",2,1,90,65
490.0,Rumah Baru  Lokasi Bulak Kali Tinjang Murah Istimewa,"Bulak, Surabaya",2,1,28,56
490.0,Eastern Park Regency Rungkut Dkt Kampus Upn Oerr,"Rungkut, Surabaya",2,2,30,60
490.0,Grand Sedati Regency Sidoarjo,"Sedati, Sidoarjo",2,1,72,30
490.0,MURAH UNIT 2LT DI MENTARI BUMI SEJAHTERA,"Candi, Sidoarjo",3,2,60,29
490.0,Rumah Dijual Di Sedati Dekat Juanda Baru Tanpa Dp,"Sedati, Sidoarjo",2,1,72,30
490.0,"Rumah Modren Minimalis 2 Lantai, Lokasi Kenjeran Surabaya","Kenjeran, Surabaya",2,2,28,56
490.0,Eastern Park Regency Rungkut Lokasi Bagus Strategis,"Rungkut, Surabaya",2,2,30,60
490.0,Eastern Park Medokan Dkt Rungkut Gunung Anyar Baruk Wiguna Medayu,Surabaya,2,2,32,60
490.0,Rumah Rungkut Di Bawah 500 Juta Medokan Ayu Dkt Pandugo Gunung Anyar Pondok Candra,"Rungkut, Surabaya",2,1,52,36
490.0,Rumah Murah Mepet Surabaya 500 Rb Dpt Rumah,Surabaya,2,1,72,30
490.0,"Rumah Lingkungan Asri kawasan Kenjeran, Surabaya, LT 28m² Bangunan 56m²","Kenjeran, Surabaya",2,2,28,56
490.0,MURAH UNIT 2LT DI MENTARI BUMI SEJAHTERA,"Candi, Sidoarjo",3,2,60,29
494.0,Lelang Aset Surabaya Di Rungkut Di Medayu Utara,"Rungkut, Surabaya",2,1,100,65
495.0,"HUNIAN BERKELAS! Rumah Exclusive Buduran, Sidoarjo, LT 84m² LB 45m²","Buduran, Sidoarjo",2,1,84,45
495.0,Medokan Ayu Dkt Rungkut Baruk Medayu Wiguna Gunung Anyar,Surabaya,2,1,69,40
495.0,"Hunian Nyaman Rungkut, Lingkungan Sejuk - 2 KT","Rungkut, Surabaya",2,2,32,60
495.0,Rumah Driyorejo Gresik Dekat Exit Tol Mepet Surabaya,"Driyorejo, Gresik",2,1,84,50
495.0,"Rumah EXCLUSIVE! di Manukan, Surabaya, LT 120m² Bangunan 100m², BISA KPR",Surabaya,5,1,120,100
498.0,Jual Rumah Siap Huni Surabaya Lokasi Banyu Urip Surabaya,"Sawahan, Surabaya",3,1,48,70
499.0,Rumah Perum Grand Tirta Agung,Surabaya,2,2,36,60
499.0,400 jutaan sudah dapat Rumah Ready Siap Huni FREE SEMUA BIAYA,"Sedati, Sidoarjo",2,1,72,36
499.0,Rumah di Perumahan Putra Bangsa Rungkut Surabaya,"Rungkut, Surabaya",2,1,54,50
500.0,"Rumah Grand Alana Wonorejo FREE SHM, Selangkah ke MERR Surabaya Timur","Rungkut, Surabaya",2,1,50,30
500.0,"Rumah di Buduran, Sidoarjo, Luas 78m² Bangunan 45m²","Buduran, Sidoarjo",2,1,78,45
500.0,"Hunian Nyaman Menganti, Area Sejuk - 2 KT","Menganti, Gresik",2,1,84,50
500.0,"Rumah Lokasi Strategis area Surabaya Kota, Surabaya, LT 60m² LB 50m²",Surabaya,2,1,60,50
500.0,"NEW PROJECT Grand Alana Wonorejo, 500 jutaan strategis di Surabaya Timur","Rungkut, Surabaya",2,1,50,30
500.0,GRAND ALANA WONOREJO SURABAYA SHM FREE BIAYA SUBSIDI KPR,Surabaya,2,1,50,30
500.0,Rumah Baru 1 Lantai Siap Huni Rungkut Medokan Ayu Tambak Shm,"Rungkut, Surabaya",2,1,60,40
500.0,Rumah Minimalis 1 Lantai 500 Jutaan Rungkut Medokan Ayu Shm,Surabaya,2,1,60,40
500.0,"Angsuran Ringan Rumah 500 jutaan Surabaya Timur, Mepet Nirwana Eksekutif","Rungkut, Surabaya",2,1,50,30
500.0,RUMAH ELIT SUPER TERJANGKAU FULL FURNISHED TINGGAL BAWA KOPER,Surabaya,2,1,72,72
500.0,Rumah baru murah KTP di Surabaya Timur one gate system,Surabaya,2,1,50,30
