price,name,location,bedroom,bathroom,land_area,building_area
795,Rumah Modern Angsuran Murah Surabaya Barat,"Citraland, Surabaya",3,2,55,65
799,"Paling Murah Bukit Palma Blok C, Citraland Utara, Surabaya Barat","Citraland, Surabaya",2,1,84,56
1600,rumah bagus dan murah di rungkut barata v / 12 kota surabaya,"Rungkut, Surabaya",3,3,207,185
1980,Rumah Baru Siap Huni Citraland Utara Bukit Palma Surabaya Barat,"Citraland, Surabaya",4,3,120,140
1690,"Termurahhh Rumah Baru 1,5 Lantai Minimalis Siap Huni Citraland Utama Surabaya Barat","Citraland, Surabaya",2,1,120,100
900,"Jual Cepat!!! Termurah Di Puri Surya Jaya (depan) Gedangan Sidoarjo. Bagus Terawat Siap Huni Dengan Row Jalan 2,5 Mobil. Hadap Utara.",Sidoarjo,3,2,120,100
1390,"NEGO SAMPAI DEAL RUMAH PURIMAS RUNGKUT SUDAH RENOVASI dan SIAP HUNI. Hadap Utara. Row Jalan 2 Mobil. Dekat MERR, UPN, Tol, Bandara Juanda, Superindo, dsb","Rungkut, Surabaya",3,2,72,140
875,"‼️TURUN HARGA‼️RUMAH PUTRA BANGSA MEDOKAN RUNGKUT LOKASI TERDEPAN HABIS RENOVASI SIAP HUNI. Row Jalan 2,5 Mobil. Hadap Utara. Dekat UPN, Tol, Bandara Juanda, Alfamart","Rungkut, Surabaya",3,2,104,94
1400,Dijual Rumah Siap Huni Purimas Nol Jalan Merr Semi Furnished,Surabaya,3,2,72,140
875,Rumah Cantik 3 Kamar Di Wonorejo Selatan Rungkut,"Rungkut, Surabaya",3,1,100,58
875,"‼️TURUN HARGA‼️ RUMAH PUTRA BANGSA MEDOKAN RUNGKUT LOKASI TERDEPAN HABIS RENOVASI SIAP HUNI. Row Jalan 2,5 Mobil. Hadap Utara. Dekat UPN, Tol, Bandara Juanda, Alfamart","Medokan Ayu, Surabaya",3,2,104,94
426,0508.29 Jual Rumah Surabaya Di Citraland Di Citraland Nortwest Park,"Citraland, Surabaya",2,1,72,36
567,0509.33 Jual Rumah Surabaya Di Rungkut Di Raya Medokan Sawah,"Rungkut, Surabaya",2,1,185,120
710,Rumah Hook Cantik 2 Lantai Perumahan Belakang Nirwana Eksekutif Superindo Merr,"Wonorejo, Surabaya",3,2,46,70
815,Rumah Di Perum Bumi Wonorejo Asri Rungkut Kt.3 Dekat Transmart,"Rungkut, Surabaya",3,1,90,57
900,Rumah Bagus Dan Murah di Jl Dukuh Kupang Timur Gang Xii No. 28 Kel. Pakis Kec. Sawahan Surabaya,Surabaya,3,2,209,168
426,0508.29 Jual Rumah Surabaya Di Citraland Di Citraland Nortwest Park,"Citraland, Surabaya",2,1,72,36
1580,Rumah Baru Minimalis Rungkut Asri Barat 2 Lantai Ada Backyard,Surabaya,3,3,100,120
1350,Rumah Baru Gress 2 Lt Minimalis One Gate Medokan Rungkut,"Rungkut, Surabaya",3,2,100,110
1300,Dijual Rumah Ditaman Pondok Indah Wiyung Kondisi Bagus Dan Terawat,"Wiyung, Surabaya",3,2,126,130
1590,Dijual Rumah Greenland Residence Daerah Wiyung Surabaya Barat,"Wiyung, Surabaya",3,3,144,105
1690,Rumah Murah Wiyung Surabaya Taman Pondok Indah,"Wiyung, Surabaya",3,2,242,130
900,Rumah Baru 2 Lantai Dekat Upn Merr Rungkut Surabaya,"Rungkut, Surabaya",3,2,91,95
1400,Rumah Siap Huni Murah Graha Sampurna Indah Wiyung Surabaya Barat,"Wiyung, Surabaya",3,2,135,100
950,"Rumah Bukit Palma, Citraland Utara, Surabaya Siap Huni","Citraland, Surabaya",2,1,90,110
510,"Rumah 1 Lantai, Shm, Baru, Selangkah Ke Jalan Raya Merr","Rungkut, Surabaya",2,1,72,30
575,Rumah 2 Lantai Di Medayu Utara Pandugo Merr Rungkut Sby,"Rungkut, Surabaya",3,2,45,90
1450,Rumah 3kt Di Kota Sidoarjo Dekat Pintu Tol & Lippo Plaza Sidoarjo,Sidoarjo,3,2,90,80
1500,MURAHHH Rumah Sutorejo Tengah STRATEGIS,"Mulyorejo, Surabaya",4,2,157,157
1450,"Rumah Minimalis di Karang Asem, Kalijudan 2 Lantai Banyak Bonus",Surabaya,4,3,113,120
1900,Rumah Dharmahusada Mas 2 Lantai Penataan Ruang Loss Full Renovasi,Surabaya,3,3,120,200
1880,Jual Cepat Rumah Mulyosari Prima 1 Lantai Posisi Hoek Siap Huni,"Pakuwon City, Surabaya",3,2,175,120
1300,Cari Rumah Ready Atau Siap Huni Di Surabaya Kota ? Yess !! Ini Jawabannya. Bisa Free Furnished Loh. Cari Lokasi Lain ?? Langsung Wa Aja,Surabaya,3,2,50,61
420,Rumah Sememi Benowo 2lt 3kt 2km Siap Huni,"Benowo, Surabaya",3,2,56,112
670,Punya Rumah Di Surabaya Kebraon Siap Huni Hanya Mimpi ? Ini Asli Harga Setara Menganti. Butuh Info Lokasi Lainnya ? Wa Saja.,"Kebraon, Surabaya",2,1,50,30
1570,Dijual Murah Rumah Baru Mulyosari Prima Dekat Pakuwon City Surabaya,"Pakuwon City, Surabaya",3,3,72,85
900,"Rumah 2 Lantai, Lebar 5,5 Meter, Cuma 900jt, Medokan Ayu, Rungkut","Medokan Ayu, Surabaya",3,2,91,95
755,Dijual Rumah di Wonorejo Indah Sudah Renovasi Siap Huni,"Wonorejo, Surabaya",2,2,95,95
470,Rumah 2 Lantai di Medayu Utara Rungkut Sby,"Rungkut, Surabaya",2,2,28,55
1290,"Jual. Rumah Baru SHM - Sertifikat Hak Milik di wiyung, Wiyung","Wiyung, Surabaya",3,3,60,111
1600,Jual Rumah Baru Shm Di Sidosermo Margorejo Jemursari Saronojiwo,Surabaya,4,3,75,99
1390,Jual Rumah Baru Tenggilis Mejoyo Kendangsari Jemursari Prapen,"Tenggilis Mejoyo, Surabaya",3,2,50,88
1800,"Dijual rumah cantik semi furnished siap huni Japandi syle di komplek Perumnas, Gayungan, Surabaya","Gayungan, Surabaya",3,2,183,183
1200,Dijual Rumah Di Griya Asri Pakuwon City,"Pakuwon City, Surabaya",2,1,78,50
780,Dijual Rumah 2 Lantai Tengah Kota Sidoarjo,Sidoarjo,5,3,98,98
1950,"Jual. Rumah Baru Di Klampis Semolo, Manyar Semolowaru Shm","Semolowaru, Surabaya",3,3,82,123
1590,perumahan skandivian tropis di pusat kota sidoarjo dekat toll lippo dan lippo mall,Sidoarjo,2,1,84,45
2000,Prambanan Siap Huni Murah Dkt Wiyung.wisata Bukit.mas,"Wisata Bukit Mas, Surabaya",3,2,162,125
1100,"Bu Cepat!!! Dijual Rumah Di Cluster Kahuripan Park, Dekat Tol Sidoarjo",Sidoarjo,2,2,96,64
1700,Rumah Hook di Puri Indah,Sidoarjo,4,3,275,200
1500,"Rumah Strategis di Tengah Kota, Dekat Bank & Rumah Sakit",Sidoarjo,2,1,155,155
1900,Dijual Rumah Baru Minimalis Lebar 6 Di Perumahan Nginden Intan Timur,"Nginden, Surabaya",4,3,81,130
1750,RUMAH MURAH PRAMBANAN RESIDENCE DEKAT CITRALAND,"Lakarsantri, Surabaya",3,2,162,125
1500,Di jual cepat rumah siap huni di pondok tjandra,"Rungkut, Surabaya",3,2,140,150
502,"Rumah Lelang Permata Bank Sidoarjo, Jawa Timur",Sidoarjo,1,1,180,150
700,"Rumah Murah Aset BRI, Rungkut, Kota Surabaya","Rungkut, Surabaya",6,3,98,132
1200,"Rumah Murah Aset Bri, Mulyorejo, Kota Surabaya","Sukolilo, Surabaya",2,1,200,200
211,"Rumah Murah Aset BRI, Menganti, Kota Surabaya","Menganti, Surabaya",1,1,60,60
350,"Rumah Murah Aset BRI, Kenjeran, Kota Surabaya","Kenjeran, Surabaya",2,1,100,100
400,"Rumah Murah Aset BRI, Sambikerep, Kota Surabaya","Sambikerep, Surabaya",4,2,456,400
200,"Rumah Murah Aset Bri, Bubutan, Kota Surabaya","Bubutan, Surabaya",2,1,39,39
1100,"Rumah Babatan Pantai Surabaya Timur Dekat Kenjeran, Its,Unair","Mulyorejo, Surabaya",3,2,96,150
825,Harga Nego! Rumah 3kt Taman Pinang Indah Siap Huni,Sidoarjo,3,2,144,49
1800,"Rumah Kusen Jati di Gunung Anyar Mas, Selangkah Menuju Merr","Rungkut, Surabaya",3,2,200,136
1700,"Rumah Taman Mutiara area pakuwon city, Kota Surabaya","Pakuwon City, Surabaya",4,2,112,150
1800,Rumah Kusen Jati di Gunung Anyar Emas Dekat Akses Oerr Dan Merr,"Rungkut, Surabaya",3,2,200,136
800,Rumah Wisma Lidah Kulon,"Lakarsantri, Surabaya",2,1,120,100
1560,Rumah Murah Private Pool Siap Huni Dekat Kahuripan Nirwana,Sidoarjo,3,3,126,180
1390,Jual Rumah Baru Shm Di Rungkut Harapan Dekat Raya Merr Pandugo,Surabaya,3,3,63,99
600,Jual.rumah Baru Tambak Medokan Ayu Rungkut Wonorejo Medayu,"Medokan Ayu, Surabaya",2,1,50,40
1260,"Jual Rumah Baru SHM - Sertifikat Hak Milik di medayu, Medokan Ayu","Medokan Ayu, Surabaya",3,2,90,85
1350,Langsung Dibeli Yuk Rumah Baru Babatan Pilang,"Wiyung, Surabaya",3,3,70,125
1750,Langsung Dibeli Yuk Rumah Baru Kutisari Indah Row Jalan 5 Mobil,"Kutisari, Surabaya",3,3,75,123
750,Rumah Mutiara Regency Cluster Spring Garden Sidoarjo Hadap Timur,Sidoarjo,2,1,111,70
1300,FOR SALE RUMAH CANTIK HOOK EASTERN PARK MA 331,"Sukolilo, Surabaya",3,2,70,70
950,FOR SALE TURUN HARGA RUMAH STRATEGIS PETEMON MA 346,"Petemon, Surabaya",1,1,104,90
1650,Jual Rumah Baru Shm - Sertifikat Hak Milik Di Rungkut Menanggal,"Rungkut, Surabaya",3,3,99,147
1990,Rumah 2 Baru Gress Lokasi Strategis Di Babatan Pantai Surabaya,"Kenjeran, Surabaya",4,3,96,160
1750,Rumah Puri Asri Pakuwon City 2 Lantai Minimalis Terawat Siap Huni,"Pakuwon City, Surabaya",4,2,91,100
709,"Rumah di Jl. Modern Tengah Wonorejo, Rungkut, Surabaya","Rungkut, Surabaya",3,2,40,55
900,Murah Jual Rumah Baru Ploso Dekat Kalijudan - Merr,Surabaya,3,3,55,90
1300,Area Surabaya Barat Rumah Nyaman Villa Valensia Surabaya AUD.A030,"Pakuwon Indah, Surabaya",2,2,101,63
2000,Rumah Kutisari Indah Utara Surabaya Murah. Ron.a1200,"Tenggilis Mejoyo, Surabaya",6,5,160,160
1200,"Jual Cepat Rumah Daerah Kebraon, Yuk Survey Dulu",Surabaya,3,2,100,57
900,Owner Serius Nego Sampe Deal Rumah Griya Citra Asri,"Wiyung, Surabaya",2,2,72,131
1900,Rumah Dharmahusada Mas Siap Huni Bisa Nego,Surabaya,3,3,120,160
1700,Jual Rumah Mewah Di Zimbali Costa Grand Island Pakuwon City,"Pakuwon City, Surabaya",3,2,72,84
1950,Rumah Modern Compact Pakuwon City Cluster Griya Asri Furnished,"Pakuwon City, Surabaya",1,1,78,60
825,Dijual Rumah Citraland Northwest Park Surabaya,"Citraland, Surabaya",2,1,72,46
835,Jual Rumah Shm Di Kebraon Row Jalan Lebar Cuma 1 Unit,"Kebraon, Surabaya",3,1,75,55
1550,Langsung.dibeli Yuk Rumah Mewah Medokan Ayu Rungkut Sby Timur,"Medokan Ayu, Surabaya",4,3,150,180
1100,Langsung Dibeli Yuk Rumahnya Sisa 1 Unit Saja Nih,"Rungkut, Surabaya",3,2,50,80
450,Rumah Sidoarjo Lebar 8 Meter,Sidoarjo,2,1,72,36
837,0506.4 Jual Rumah Sidoarjo Di Taman Di Citra Harmoni Riverside,Sidoarjo,2,1,120,120
1060,0520.23 Jual Rumah Sidoarjo Di Ruko Yos Sudarso,Sidoarjo,2,1,92,92
1650,1424. Rumah Murah Puri Asri Pakuwon City Surabaya Timur,"Pakuwon City, Surabaya",3,2,91,120
750,Rumah Mewah Hook Perumahan Rungkut Penjaringan Sari Merr,"Rungkut, Surabaya",3,2,40,65
1200,Rumah Murah Furnish 2 Lantai Di Wiyung Pondok Maritim Depan Fasum,"Wiyung, Surabaya",3,3,101,180
1650,Rumah Sutorejo Selatan Siap Huni Surabaya Timur,"Sutorejo, Surabaya",2,1,85,140
1750,Rumah Baru Gress sukolilo dian regency 2,"Sukolilo, Surabaya",3,1,114,105
1600,"Rumah Pantai Mentari New, Minimalis","Kenjeran, Surabaya",3,3,72,130
675,Rumah Murah Surabaya Timur,"Medokan Ayu, Surabaya",3,2,45,60
1850,Rumah Baru Elit Pantai Mentari Kenjeran,"Kenjeran, Surabaya",4,3,90,130
680,Rumah Cantik Baru Gress Medayu Utara Dp Minim,"Medokan Ayu, Surabaya",2,1,80,60
775,Rumah Cantik 2 Lantai Gunung Anyar,"Rungkut, Surabaya",3,2,75,100
1950,Rumah Unfurnish Bagus S H M Di Kutisari Indah,"Kutisari, Surabaya",3,1,238,143
1150,"‼️ JUAL CEPAT ‼️ RUMAH FULL FURNISHED SUKOLILO DIAN REGENCY KEPUTIH BAGUS TERAWAT SIAP HUNI. DENGAN KAMPUS ITS, HANG TUAH, MERR, Galaxy Mall","Keputih, Surabaya",2,1,96,72
1800,Termurah Di.mulyosari.rumah 200.m,"Sutorejo, Surabaya",4,4,188,200
575,Rumah Baru 2 Lantai Dekat Kampus Upn Rungkut,"Rungkut, Surabaya",2,2,40,50
875,Rumah Baru Gress Eastern Park Sukolilo Surabaya Timur,"Sukolilo, Surabaya",3,2,50,63
1300,"Turun Harga! Selangkah ITS, Rumah Minimalis Modern Semi Furnished","Sukolilo, Surabaya",3,1,90,90
1970,"Murah !! Row jalan 3 mobil loss, Forest Mansion semi furnished","Lidah Kulon, Surabaya",4,3,128,172
700,"Dijual Rumah Di Jl. Modern Tengah , Wonorejo, Rungkut, Surabaya","Rungkut, Surabaya",3,2,40,55
1950,Rumah Mewah Minimalis Merr Dekat Hokky,"Sukolilo, Surabaya",4,4,82,120
2000,Rumah Siap Huni Puri Asri Pakuwon City,"Pakuwon City, Surabaya",4,2,91,100
1800,rumah mulyosari utara surabaya timur,"Mulyorejo, Surabaya",6,2,180,180
1970,Rumah Baru Minimalis Villa Kalijudan Indah Siap Huni,"Mulyorejo, Surabaya",3,3,100,160
1900,Di Jual Rumah Di Pakuwon City Siap Huni Puri Asri,"Kalisari, Surabaya",3,3,91,120
454,RUMAH MEZANINE   DI SURABAYA TIMUR,"Wonorejo, Surabaya",1,1,27,28
1600,"Dijual Rumah Siap Huni, 1,5 Lt Di Nirwana Eksekutif Cc, Surabaya","Rungkut, Surabaya",8,2,160,190
1600,"Rumah Nirwana Eksekutif,Surabaya","Rungkut, Surabaya",8,2,160,240
1350,Rumah Pondok Candra,Sidoarjo,3,2,75,130
1800,Rumah Nirwana Eksekutif Surabaya,"Rungkut, Surabaya",3,3,98,150
1800,"‼️JUAL CEPAT ‼️ RUMAH CANTIK SEMI FURNISHED di PERUMNAS  GAYUNGAN KETINTANG. TERAWAT SIAP HUNI. ROW JALAN 2,5 MOBIL. HADAP BARAT.","Gayungan, Surabaya",3,2,183,150
455,"Rumah Dijual.baru Luas Siap Huni Di Sukodono, Sidoarjo",Sidoarjo,2,1,102,60
800,Dijual Rumah Di Gunungsari Indah Wiyung Gsi,"Wiyung, Surabaya",2,1,96,90
1500,Rumah Krembangan 3 Lantai Siap Huni Dijual,"Krembangan, Surabaya",5,4,66,180
609,"Rumah Murah Aset BRI, Tambaksari, Kota Surabaya","Tambaksari, Surabaya",4,2,52,115
972,"Rumah Murah Aset BRI, Sidoarjo, Kab. Sidoarjo",Sidoarjo,2,2,122,194
1670,"Rumah Murah Aset BRI, Tambaksari, Kota Surabaya","Tambaksari, Surabaya",2,1,155,175
2000,"Rumah Murah Aset BRI, Sukomanunggal, Kota Surabaya","Sukomanunggal, Surabaya",3,3,200,180
1800,"Rumah Murah Aset BRI, Wiyung, Kota Surabaya","Wiyung, Surabaya",4,3,180,150
2000,"Rumah Murah Aset BRI, Tandes, Kota Surabaya","Tandes, Surabaya",4,2,198,303
1700,LAST 1 Gress New Minimalist SIAP HUNI di Mulyosari Utara Cakep Pol,"Mulyosari, Surabaya",3,3,82,115
575,"Rumah dekat sekolah SD, SMP swasta, jual cepat, BU.",Surabaya,1,1,60,45
1700,rumah lebak jaya 2 surabaya timur,"Kenjeran, Surabaya",4,3,200,200
1990,Rumah Wisata Bukit Mas 2 Cluster Royal Palais Surabaya [634],"Wisata Bukit Mas, Surabaya",4,3,200,340
387,"Rumah Murah Aset Mandiri, Surabaya Timur, Kota Surabaya","Rungkut, Surabaya",3,2,89,80
1800,"Rumah Murah Pojok Taman Pondok Jati. Dekat Tol Waru Lt. : 246 M² Pojok T + U. Lb : 130 M² / 1 Lantai. Kamar Tidur 3 Strategis Dekat:▪︎tol Waru Rp 1, 8 M Nego",Sidoarjo,3,3,246,130
1840,AMESTA LIVING ( NEYRA ),"Gununganyar, Surabaya",3,2,90,84
1890,Rumah Bagus Furnished SHM di Wiguna Kualitas Bangunan Bagus,"Rungkut, Surabaya",3,2,180,160
1850,Dijual Rumah Baru 2 Lantai Lokasi Pantai Mentari Kenjeran,"Kenjeran, Surabaya",4,3,90,130
500,Jual Rugi Swp Residence Sdh Renovasi Bagus,"Benowo, Surabaya",2,1,84,40
500,Rumah Alana Cemandi Sidoarjo,Sidoarjo,2,1,73,36
1900,Rumah Dharmahusada Mas,"Kenjeran, Surabaya",3,3,120,200
1950,Murah Dijual Rumah Modern Citraland The Greenlake Surabaya Barat,"Citraland, Surabaya",4,3,105,150
399,"rumah dekat juanda angs kpr 2,1 juta free semua biaya",Surabaya,2,1,72,32
880,"Rumah Bagus Siap Huni di Jalan Griya Kebraon Tengah Ii No. 24, Lama Jl. Griya Kebraon Tengah Blok M No.15 A, Kebraon, Karangpilang","Karangpilang, Surabaya",3,2,162,210
1770,Rumah Tinggal Taman Pondok Indah Surabaya,"Wiyung, Surabaya",1,1,250,174
1550,Rumah Tinggal Gununganyar Surabaya,"Gununganyar, Surabaya",1,1,185,266
1100,Jual Rumah Cepat Di Kabupaten Sidoarjo,Sidoarjo,4,2,120,220
1850,Rumah Minimalis Semi Furnished dekat Citraland Pakuwon dan Graha Family,"Citraland, Surabaya",4,3,128,172
720,Rumah Strategis Nyaman Di Kota Siidoarjo,Sidoarjo,3,2,121,136
575,Rumah Baru Siap Huni Bisa Kpr Dekat Kampus Upn Surabaya Timur,"Gununganyar, Surabaya",2,2,40,50
850,Dijual Rumah Siap Huni Full Furnished Di Kota Sidoarjo Grand Surya,Sidoarjo,3,1,120,80
1500,"Rumah Baru Gembong Sawah Barat, Kapasan 2 Lt Ada Teras Belakang","Kenjeran, Surabaya",4,2,120,160
1100,"Rumah Taman Jambu Pondok Tjandra 1,5 Lantai Semi Furnished","Rungkut, Surabaya",3,2,132,140
758,"Rumah Baru, Di Alana Medokan Ayu, Ready Unit","Medokan Ayu, Surabaya",2,1,60,36
1690,Dijual Rumah Murah Wiyung Taman Pondok Indah Hook Row 3 Mobil,"Wiyung, Surabaya",3,2,242,130
1950,Rumah Murah Bagus Graha Sampurna Indah Wiyung 2 Lantai,"Wiyung, Surabaya",3,3,135,180
1140,Rumah Mewah Murah Dekat Kahuripan Nirwana Sidoarjo,Sidoarjo,3,2,105,88
725,Rumah Murah Mewah Dekat Kahuripan Selatan Surabaya Sidoarjo,Sidoarjo,3,2,90,65
1350,Termurah Di Sekitaran Manyar - Semolowaru Baru Gress,"Manyar, Surabaya",5,3,100,180
1350,Rumah Baru Gress 2 Lantai Babatan Pilang Wiyung Surabaya Barat,"Wiyung, Surabaya",3,3,70,125
1600,Rumah Modern Minimalis Wiyung Babatan Indah Mukti Surabaya Barat,"Wiyung, Surabaya",4,3,112,175
1800,Dijual Rumah Siap Huni Gunung Anyar Emas,"Rungkut, Surabaya",3,2,200,136
1750,Dijual Rumah Baruk Utara Surabaya Timur Letak Strategis,"Rungkut, Surabaya",3,3,75,100
1500,Rumah Baru Pondok Mutiara Sidoarjo Kota Turun Harga Bisa Nego,Sidoarjo,3,3,160,260
878,Rumah Siap Huni Di Alana Wisma Indah Surabaya Dekat Kampus Upn,"Rungkut, Surabaya",2,2,50,57
450,Mura Jual Rumah Siap Huni Peneleh Surabaya Utara Sudah Renov,Surabaya,2,1,35,70
1600,.0 Lelang Aset Surabaya Di Dukuh Pakis Di Kupang Indah,"Dukuh Pakis, Surabaya",2,1,264,195
1250,Eastern Park Sukolilo Siap Huni 2lt Hanya 20m Dr Main Gate,"Sukolilo, Surabaya",3,3,70,79
1490,Rumah Nyaman Di Lingkungan Asri Di Graha Kebonsari Elveka Sby,"Kebonsari, Surabaya",3,1,98,98
625,Rumah cantik 2 lantai Medokan Sawah Rungkut,"Medokan Ayu, Surabaya",3,2,49,70
744,0004.52 Lelang Aset Surabaya Di Royal Residence Di Royal Residence Oakwood,Surabaya,2,1,44,60
1290,"Rumah Bronggalan, Kalijudan 1 Lantai Full Renovasi Granite Tile",Surabaya,2,2,119,100
890,Rumah Mewah Murah Siap Huni Di Kahuripan Nirwana Sidoarjo Kota Dekat Ke Tol,Sidoarjo,2,1,108,100
1350,"Rumah Minimalis Siap Huni Bukit Palma Citraland Surabaya Barat, Surabaya","Citraland, Surabaya",3,2,84,130
1000,Dijual Cepat Owner Nego Berapapun Dipertimbangkan Rumah Greenlake 2 Lantai 3 Kamar Citraland Murah Pol,"Citraland, Surabaya",3,2,72,80
767,0506.4 Lelang Aset Sidoarjo Di Taman Di Citra Harmoni Riverside,Surabaya,2,1,120,120
520,0509.33 Lelang Aset Surabaya Di Rungkut Di Raya Medokan Sawah,"Rungkut, Surabaya",2,1,185,120
390,0508.29 Lelang Aset Surabaya Di Citraland Di Citraland Nortwest Park,"Citraland, Surabaya",2,1,72,36
1450,"Rumah Minimalis di Karang Asem, Kalijudan 2 Lantai Banyak Bonus","Kenjeran, Surabaya",4,3,113,210
620,"RUMAH SIAP HUNI DI GUNUNG ANYAR DEKAT RUNGKUT, LOKASI STRATEGIS","Rungkut, Surabaya",2,1,72,72
1700,Rumah 2 Lantai Shm Baru Selatan Di Nirwana Eksekutif Blok Bb,"Wonorejo, Surabaya",3,3,81,120
1600,Rumah 2 Lantai Baru Shm Selatan Di Nirwana Eksekutif Blok Bb,"Wonorejo, Surabaya",3,3,81,120
1800,Rumah Hook Murah Di Bendul Merisi,"Wonocolo, Surabaya",4,3,237,400
925,Murah Ga Ketulungan. Rumah Strategis Daerah Rungkut Dekat Nirwana Executive,"Rungkut, Surabaya",2,1,70,60
1800,Jual Cepat Dibawah Pasar !! Rumah Cantik Japandi Syle Di Menanggal Gayungan,"Gayungan, Surabaya",4,2,183,150
1600,Langsung Dibeli Yuk Rumah Baru Termurah Di Jemursari Kendangsari,"Jemursari, Surabaya",3,3,72,123
1600,Rumah termurah Rungkut asri  tenggilis mejoyo Jemursari  surabaya,"Rungkut, Surabaya",3,2,180,160
700,Termurah Kedung Anyar Siap Huni Lokasi Strategis Dekat Jalan Raya .surabaya Pusat.,"Kedung Doro, Surabaya",5,3,115,100
1400,Rumah Keputih Permai 1m Murah Aja Siap Huni,Surabaya,4,2,66,100
1950,"Darmo Harapan Indah, Dijual Rumah Siap Huni, Belakang Ken88",Surabaya,3,1,180,140
600,KL01 D Gardenia City Rumah Baru Minimalis Murah Sidoarjo Kota,Sidoarjo,2,1,72,38
1100,Ruah Baru Minimalis Murah Bisa Kpr Di Kenjeran Surabaya,"Kenjeran, Surabaya",3,3,68,100
900,Rumah Dijual Lokasi Strategis Di Babatan Indah,"Wiyung, Surabaya",4,2,87,175
585,Dp0% Angsuran 2 Jtan.free Smua Biaya Rmh New Bohar Dekat Wage Aloha*masangan Wetan Sidoarjoperbatasan Surabaya Sidoarjo,Sidoarjo,2,1,78,36
1450,Dijual Rumah Pantai Mentari Siap Huni Dekat Kenjeran,"Kenjeran, Surabaya",3,3,72,130
1500,Dijual Rumah Baru Gress di Rungkut Akses Enak,"Rungkut, Surabaya",3,3,100,120
990,Rumah Citraland Surabaya 900 Juta Siap Huni 1 Lantai,"Citraland, Surabaya",2,1,120,100
1850,"RUMAH PONDOK TJANDRA CLUSTER MANGGA, SIDOARJO, STRATEGIS",Sidoarjo,3,2,192,120
1970,Jual Rumah Baru Villa Kalijudan Indah Dekat Raya Merr,"Mulyorejo, Surabaya",3,3,100,159
1650,Jual Rumah Bagus Siap Huni Di Griya Babatan Wiyung,"Wiyung, Surabaya",3,2,105,165
1950,Langsung Dibeli Yuk Rumah Baru Simpang Darmo Permai Surabaya,"Darmo Permai, Surabaya",3,3,88,147
1950,Langsung Dibeli Yuk Rumah Bagus Siap Huni Murah,"Wiyung, Surabaya",3,3,135,180
775,Langsung Dibeli Yuk.rumah Baru Royal Paka Rungkut,"Rungkut, Surabaya",3,2,52,85
975,Diamond Regency Sukolilo Dekat Kampus Its. Surabaya Timur.,"Sukolilo, Surabaya",2,1,98,70
500,Rumah Siap Huni Utj 1juta Dp 0 Free Biaya Sidoarjo,Sidoarjo,2,1,90,40
1830,CENTRAL PARK MERR PHASE 4,"Gununganyar, Surabaya",3,3,90,130
1090,Termurah Mulyosari Prima 1 Lantai Siap Huni.selangkah Ke Raya Mulyosari .surabaya Timur.,"Mulyosari, Surabaya",3,2,90,72
